my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
21-May,36061007700,1007700,3305,98331,101636,Manhattan,1924995.855,West Village
19-Jun,36061007700,1007700,16842,141664,158506,Manhattan,1924995.855,West Village
21-Jun,36061007700,1007700,7708,102647,110355,Manhattan,1924995.855,West Village
19-Jul,36061007700,1007700,13203,46238,59441,Manhattan,1924995.855,West Village
21-Jul,36061007700,1007700,9143,76251,85394,Manhattan,1924995.855,West Village
19-Aug,36061007700,1007700,9280,153410,162690,Manhattan,1924995.855,West Village
21-Aug,36061007700,1007700,1825,29774,31599,Manhattan,1924995.855,West Village
19-May,36061007800,1007800,4415,112785,117200,Manhattan,1912109.897,Murray Hill-Kips Bay
21-May,36061007800,1007800,194,48803,48997,Manhattan,1912109.897,Murray Hill-Kips Bay
19-Jun,36061007800,1007800,7523,66972,74495,Manhattan,1912109.897,Murray Hill-Kips Bay
21-Jun,36061007800,1007800,0,14966,14966,Manhattan,1912109.897,Murray Hill-Kips Bay
19-Jul,36061007800,1007800,11724,12892,24616,Manhattan,1912109.897,Murray Hill-Kips Bay
21-Jul,36061007800,1007800,0,85530,85530,Manhattan,1912109.897,Murray Hill-Kips Bay
19-Aug,36061007800,1007800,10791,27689,38480,Manhattan,1912109.897,Murray Hill-Kips Bay
21-Aug,36061007800,1007800,14042,94813,108855,Manhattan,1912109.897,Murray Hill-Kips Bay
19-May,36061008000,1008000,7196,52518,59714,Manhattan,1855976.699,Murray Hill-Kips Bay
21-May,36061008000,1008000,13978,71286,85264,Manhattan,1855976.699,Murray Hill-Kips Bay
19-Jun,36061008000,1008000,19452,112808,132260,Manhattan,1855976.699,Murray Hill-Kips Bay
21-Jun,36061008000,1008000,6865,133105,139970,Manhattan,1855976.699,Murray Hill-Kips Bay
19-Jul,36061008000,1008000,1661,107682,109343,Manhattan,1855976.699,Murray Hill-Kips Bay
21-Jul,36061008000,1008000,11603,85408,97011,Manhattan,1855976.699,Murray Hill-Kips Bay
19-Aug,36061008000,1008000,1452,78139,79591,Manhattan,1855976.699,Murray Hill-Kips Bay
21-Aug,36061008000,1008000,19215,66940,86155,Manhattan,1855976.699,Murray Hill-Kips Bay
19-May,36061008100,1008100,3500,76788,80288,Manhattan,1875912.499,Chelsea-Hudson Yards
21-May,36061008100,1008100,8895,62560,71455,Manhattan,1875912.499,Chelsea-Hudson Yards
19-Jun,36061008100,1008100,11557,96717,108274,Manhattan,1875912.499,Chelsea-Hudson Yards
21-Jun,36061008100,1008100,6817,87689,94506,Manhattan,1875912.499,Chelsea-Hudson Yards
19-Jul,36061008100,1008100,0,97960,97960,Manhattan,1875912.499,Chelsea-Hudson Yards
21-Jul,36061008100,1008100,24,75450,75474,Manhattan,1875912.499,Chelsea-Hudson Yards
19-Aug,36061008100,1008100,6491,77676,84167,Manhattan,1875912.499,Chelsea-Hudson Yards
21-Aug,36061008100,1008100,10443,87726,98169,Manhattan,1875912.499,Chelsea-Hudson Yards
19-May,36061008200,1008200,10403,94690,105093,Manhattan,1856719.42,Midtown-Times Square
21-May,36061008200,1008200,8202,137164,145366,Manhattan,1856719.42,Midtown-Times Square
19-Jun,36061008200,1008200,3258,29954,33212,Manhattan,1856719.42,Midtown-Times Square
21-Jun,36061008200,1008200,4187,96482,100669,Manhattan,1856719.42,Midtown-Times Square
19-Jul,36061008200,1008200,4270,84568,88838,Manhattan,1856719.42,Midtown-Times Square
21-Jul,36061008200,1008200,13003,70995,83998,Manhattan,1856719.42,Midtown-Times Square
19-Aug,36061008200,1008200,7687,106382,114069,Manhattan,1856719.42,Midtown-Times Square
21-Aug,36061008200,1008200,0,125512,125512,Manhattan,1856719.42,Midtown-Times Square
19-May,36061008300,1008300,7826,61225,69051,Manhattan,1873011.556,Chelsea-Hudson Yards
21-May,36061008300,1008300,13696,76332,90028,Manhattan,1873011.556,Chelsea-Hudson Yards
19-Jun,36061008300,1008300,7536,81411,88947,Manhattan,1873011.556,Chelsea-Hudson Yards
21-Jun,36061008300,1008300,12987,33057,46044,Manhattan,1873011.556,Chelsea-Hudson Yards
19-Jul,36061008300,1008300,9720,61477,71197,Manhattan,1873011.556,Chelsea-Hudson Yards
21-Jul,36061008300,1008300,5646,116096,121742,Manhattan,1873011.556,Chelsea-Hudson Yards
19-Aug,36061008300,1008300,13270,33422,46692,Manhattan,1873011.556,Chelsea-Hudson Yards
21-Aug,36061008300,1008300,5008,19589,24597,Manhattan,1873011.556,Chelsea-Hudson Yards
19-May,36061008400,1008400,10780,105457,116237,Manhattan,1862741.798,Midtown-Times Square
21-May,36061008400,1008400,2326,59689,62015,Manhattan,1862741.798,Midtown-Times Square
19-Jun,36061008400,1008400,10723,41643,52366,Manhattan,1862741.798,Midtown-Times Square
21-Jun,36061008400,1008400,4106,71,4177,Manhattan,1862741.798,Midtown-Times Square
19-Jul,36061008400,1008400,13534,124251,137785,Manhattan,1862741.798,Midtown-Times Square
21-Jul,36061008400,1008400,10046,55618,65664,Manhattan,1862741.798,Midtown-Times Square
19-Aug,36061008400,1008400,12102,103834,115936,Manhattan,1862741.798,Midtown-Times Square
21-Aug,36061008400,1008400,13630,71,13701,Manhattan,1862741.798,Midtown-Times Square
19-May,36061008700,1008700,8080,71,8151,Manhattan,1780834.065,Chelsea-Hudson Yards
21-May,36061008700,1008700,2759,76992,79751,Manhattan,1780834.065,Chelsea-Hudson Yards
19-Jun,36061008700,1008700,5436,79442,84878,Manhattan,1780834.065,Chelsea-Hudson Yards
21-Jun,36061008700,1008700,10533,18597,29130,Manhattan,1780834.065,Chelsea-Hudson Yards
19-Jul,36061008700,1008700,0,21964,21964,Manhattan,1780834.065,Chelsea-Hudson Yards
21-Jul,36061008700,1008700,4317,71,4388,Manhattan,1780834.065,Chelsea-Hudson Yards
19-Aug,36061008700,1008700,18111,72586,90697,Manhattan,1780834.065,Chelsea-Hudson Yards
21-Aug,36061008700,1008700,4137,97159,101296,Manhattan,1780834.065,Chelsea-Hudson Yards
19-May,36061008900,1008900,13754,86237,99991,Manhattan,1782674.051,Chelsea-Hudson Yards
21-May,36061008900,1008900,5217,62875,68092,Manhattan,1782674.051,Chelsea-Hudson Yards
19-Jun,36061008900,1008900,2811,33179,35990,Manhattan,1782674.051,Chelsea-Hudson Yards
21-Jun,36061008900,1008900,9069,121897,130966,Manhattan,1782674.051,Chelsea-Hudson Yards
19-Jul,36061008900,1008900,11449,37010,48459,Manhattan,1782674.051,Chelsea-Hudson Yards
21-Jul,36061008900,1008900,8967,22227,31194,Manhattan,1782674.051,Chelsea-Hudson Yards
19-Aug,36061008900,1008900,19546,32099,51645,Manhattan,1782674.051,Chelsea-Hudson Yards
21-Aug,36061008900,1008900,12812,48060,60872,Manhattan,1782674.051,Chelsea-Hudson Yards
19-May,36061009100,1009100,12605,113154,125759,Manhattan,1927040.126,Chelsea-Hudson Yards
21-May,36061009100,1009100,0,68178,68178,Manhattan,1927040.126,Chelsea-Hudson Yards
19-Jun,36061009100,1009100,11371,183578,194949,Manhattan,1927040.126,Chelsea-Hudson Yards
21-Jun,36061009100,1009100,12103,15473,27576,Manhattan,1927040.126,Chelsea-Hudson Yards
19-Jul,36061009100,1009100,0,20372,20372,Manhattan,1927040.126,Chelsea-Hudson Yards
21-Jul,36061009100,1009100,11563,145076,156639,Manhattan,1927040.126,Chelsea-Hudson Yards
19-Aug,36061009100,1009100,6979,88994,95973,Manhattan,1927040.126,Chelsea-Hudson Yards
21-Aug,36061009100,1009100,6177,71209,77386,Manhattan,1927040.126,Chelsea-Hudson Yards
19-May,36061009200,1009200,7240,91910,99150,Manhattan,2118430.844,East Midtown-Turtle Bay
21-May,36061009200,1009200,5377,126732,132109,Manhattan,2118430.844,East Midtown-Turtle Bay
19-Jun,36061009200,1009200,12651,98474,111125,Manhattan,2118430.844,East Midtown-Turtle Bay
21-Jun,36061009200,1009200,2307,129327,131634,Manhattan,2118430.844,East Midtown-Turtle Bay
19-Jul,36061009200,1009200,8455,77852,86307,Manhattan,2118430.844,East Midtown-Turtle Bay
21-Jul,36061009200,1009200,12127,57514,69641,Manhattan,2118430.844,East Midtown-Turtle Bay
19-Aug,36061009200,1009200,15855,69972,85827,Manhattan,2118430.844,East Midtown-Turtle Bay
21-Aug,36061009200,1009200,11527,92959,104486,Manhattan,2118430.844,East Midtown-Turtle Bay
19-May,36061009300,1009300,4282,94596,98878,Manhattan,1929422.575,Chelsea-Hudson Yards
21-May,36061009300,1009300,6790,115908,122698,Manhattan,1929422.575,Chelsea-Hudson Yards
19-Jun,36061009300,1009300,11148,80712,91860,Manhattan,1929422.575,Chelsea-Hudson Yards
21-Jun,36061009300,1009300,3446,100563,104009,Manhattan,1929422.575,Chelsea-Hudson Yards
19-Jul,36061009300,1009300,5305,26025,31330,Manhattan,1929422.575,Chelsea-Hudson Yards
21-Jul,36061009300,1009300,7466,8300,15766,Manhattan,1929422.575,Chelsea-Hudson Yards
19-Aug,36061009300,1009300,11618,45611,57229,Manhattan,1929422.575,Chelsea-Hudson Yards
21-Aug,36061009300,1009300,3042,38965,42007,Manhattan,1929422.575,Chelsea-Hudson Yards
19-May,36061009400,1009400,3356,571,3927,Manhattan,1646379.211,Midtown-Times Square
21-May,36061009400,1009400,13111,99033,112144,Manhattan,1646379.211,Midtown-Times Square
19-Jun,36061009400,1009400,22706,68631,91337,Manhattan,1646379.211,Midtown-Times Square
21-Jun,36061009400,1009400,8642,47878,56520,Manhattan,1646379.211,Midtown-Times Square
19-Jul,36061009400,1009400,8393,71,8464,Manhattan,1646379.211,Midtown-Times Square
21-Jul,36061009400,1009400,4340,34204,38544,Manhattan,1646379.211,Midtown-Times Square
19-Aug,36061009400,1009400,13033,90939,103972,Manhattan,1646379.211,Midtown-Times Square
21-Aug,36061009400,1009400,13418,46075,59493,Manhattan,1646379.211,Midtown-Times Square
19-May,36061009500,1009500,15359,62185,77544,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
21-May,36061009500,1009500,1310,127622,128932,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
19-Jun,36061009500,1009500,0,24062,24062,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
21-Jun,36061009500,1009500,9657,117623,127280,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
19-Jul,36061009500,1009500,11159,109539,120698,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
21-Jul,36061009500,1009500,0,34936,34936,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
19-Aug,36061009500,1009500,5525,61290,66815,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
21-Aug,36061009500,1009500,9718,83712,93430,Manhattan,1851171.249,Midtown South-Flatiron-Union Square
19-May,36061009600,1009600,7896,37107,45003,Manhattan,1887288.386,Midtown-Times Square
21-May,36061009600,1009600,4495,70352,74847,Manhattan,1887288.386,Midtown-Times Square
19-Jun,36061009600,1009600,0,95113,95113,Manhattan,1887288.386,Midtown-Times Square
21-Jun,36061009600,1009600,14684,46731,61415,Manhattan,1887288.386,Midtown-Times Square
19-Jul,36061009600,1009600,3530,79654,83184,Manhattan,1887288.386,Midtown-Times Square
21-Jul,36061009600,1009600,8730,65286,74016,Manhattan,1887288.386,Midtown-Times Square
19-Aug,36061009600,1009600,10106,70644,80750,Manhattan,1887288.386,Midtown-Times Square
21-Aug,36061009600,1009600,8779,53338,62117,Manhattan,1887288.386,Midtown-Times Square
19-May,36061009700,1009700,3769,113669,117438,Manhattan,1860581.094,Chelsea-Hudson Yards
21-May,36061009700,1009700,11174,97993,109167,Manhattan,1860581.094,Chelsea-Hudson Yards
19-Jun,36061009700,1009700,17677,33692,51369,Manhattan,1860581.094,Chelsea-Hudson Yards
21-Jun,36061009700,1009700,8032,72856,80888,Manhattan,1860581.094,Chelsea-Hudson Yards
19-Jul,36061009700,1009700,5367,75651,81018,Manhattan,1860581.094,Chelsea-Hudson Yards
21-Jul,36061009700,1009700,4643,62676,67319,Manhattan,1860581.094,Chelsea-Hudson Yards
19-Aug,36061009700,1009700,1109,23225,24334,Manhattan,1860581.094,Chelsea-Hudson Yards
21-Aug,36061009700,1009700,8671,81693,90364,Manhattan,1860581.094,Chelsea-Hudson Yards
19-May,36061009902,1009902,2320,94765,97085,Manhattan,2006894.843,Chelsea-Hudson Yards
21-May,36061009902,1009902,6673,90935,97608,Manhattan,2006894.843,Chelsea-Hudson Yards
19-Jun,36061009902,1009902,13563,130286,143849,Manhattan,2006894.843,Chelsea-Hudson Yards
21-Jun,36061009902,1009902,5994,89263,95257,Manhattan,2006894.843,Chelsea-Hudson Yards
19-Jul,36061009902,1009902,5311,28203,33514,Manhattan,2006894.843,Chelsea-Hudson Yards
21-Jul,36061009902,1009902,13092,85789,98881,Manhattan,2006894.843,Chelsea-Hudson Yards
19-Aug,36061009902,1009902,5353,88788,94141,Manhattan,2006894.843,Chelsea-Hudson Yards
21-Aug,36061009902,1009902,7047,19718,26765,Manhattan,2006894.843,Chelsea-Hudson Yards
19-May,36061010000,1010000,7842,11793,19635,Manhattan,1859881.005,East Midtown-Turtle Bay
21-May,36061010000,1010000,6884,118165,125049,Manhattan,1859881.005,East Midtown-Turtle Bay
19-Jun,36061010000,1010000,5947,8642,14589,Manhattan,1859881.005,East Midtown-Turtle Bay
21-Jun,36061010000,1010000,7286,112402,119688,Manhattan,1859881.005,East Midtown-Turtle Bay
19-Jul,36061010000,1010000,6038,77516,83554,Manhattan,1859881.005,East Midtown-Turtle Bay
21-Jul,36061010000,1010000,3910,78286,82196,Manhattan,1859881.005,East Midtown-Turtle Bay
19-Aug,36061010000,1010000,15884,14062,29946,Manhattan,1859881.005,East Midtown-Turtle Bay
21-Aug,36061010000,1010000,7172,111167,118339,Manhattan,1859881.005,East Midtown-Turtle Bay
19-May,36061010100,1010100,11550,75888,87438,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
21-May,36061010100,1010100,2858,45268,48126,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
19-Jun,36061010100,1010100,8623,66600,75223,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
21-Jun,36061010100,1010100,0,43529,43529,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
19-Jul,36061010100,1010100,12583,16626,29209,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
21-Jul,36061010100,1010100,21987,30326,52313,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
19-Aug,36061010100,1010100,5746,125726,131472,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
21-Aug,36061010100,1010100,7708,158616,166324,Manhattan,1891377.987,Midtown South-Flatiron-Union Square
19-May,36061010200,1010200,19294,32793,52087,Manhattan,1860992.689,Midtown-Times Square
21-May,36061010200,1010200,2141,35876,38017,Manhattan,1860992.689,Midtown-Times Square
19-Jun,36061010200,1010200,343,22204,22547,Manhattan,1860992.689,Midtown-Times Square
21-Jun,36061010200,1010200,13306,64459,77765,Manhattan,1860992.689,Midtown-Times Square
19-Jul,36061010200,1010200,8858,73335,82193,Manhattan,1860992.689,Midtown-Times Square
21-Jul,36061010200,1010200,6379,198274,204653,Manhattan,1860992.689,Midtown-Times Square
19-Aug,36061010200,1010200,3845,83159,87004,Manhattan,1860992.689,Midtown-Times Square
21-Aug,36061010200,1010200,9952,43585,53537,Manhattan,1860992.689,Midtown-Times Square
19-May,36061010400,1010400,13725,118074,131799,Manhattan,1864600.369,Midtown-Times Square
21-May,36061010400,1010400,2825,81381,84206,Manhattan,1864600.369,Midtown-Times Square
19-Jun,36061010400,1010400,2850,49828,52678,Manhattan,1864600.369,Midtown-Times Square
21-Jun,36061010400,1010400,8963,69239,78202,Manhattan,1864600.369,Midtown-Times Square
19-Jul,36061010400,1010400,9581,56237,65818,Manhattan,1864600.369,Midtown-Times Square
21-Jul,36061010400,1010400,6253,78165,84418,Manhattan,1864600.369,Midtown-Times Square
19-Aug,36061010400,1010400,5079,94080,99159,Manhattan,1864600.369,Midtown-Times Square
21-Aug,36061010400,1010400,7853,103423,111276,Manhattan,1864600.369,Midtown-Times Square
19-May,36061010801,1010801,18004,72597,90601,Manhattan,763140.6382,East Midtown-Turtle Bay
21-May,36061010801,1010801,841,134242,135083,Manhattan,763140.6382,East Midtown-Turtle Bay
19-Jun,36061010801,1010801,5628,73704,79332,Manhattan,763140.6382,East Midtown-Turtle Bay
21-Jun,36061010801,1010801,11710,65319,77029,Manhattan,763140.6382,East Midtown-Turtle Bay
19-Jul,36061010801,1010801,7100,104093,111193,Manhattan,763140.6382,East Midtown-Turtle Bay
21-Jul,36061010801,1010801,8479,71605,80084,Manhattan,763140.6382,East Midtown-Turtle Bay
19-Aug,36061010801,1010801,15807,69824,85631,Manhattan,763140.6382,East Midtown-Turtle Bay
21-Aug,36061010801,1010801,4273,91741,96014,Manhattan,763140.6382,East Midtown-Turtle Bay
19-May,36061010802,1010802,6056,124855,130911,Manhattan,617743.7549,East Midtown-Turtle Bay
21-May,36061010802,1010802,2231,132315,134546,Manhattan,617743.7549,East Midtown-Turtle Bay
19-Jun,36061010802,1010802,14071,129865,143936,Manhattan,617743.7549,East Midtown-Turtle Bay
21-Jun,36061010802,1010802,11657,31244,42901,Manhattan,617743.7549,East Midtown-Turtle Bay
19-Jul,36061010802,1010802,9528,55975,65503,Manhattan,617743.7549,East Midtown-Turtle Bay
21-Jul,36061010802,1010802,10571,73155,83726,Manhattan,617743.7549,East Midtown-Turtle Bay
19-Aug,36061010802,1010802,9787,115241,125028,Manhattan,617743.7549,East Midtown-Turtle Bay
21-Aug,36061010802,1010802,2637,33693,36330,Manhattan,617743.7549,East Midtown-Turtle Bay
19-May,36061010803,1010803,4291,106224,110515,Manhattan,583083.6865,East Midtown-Turtle Bay
21-May,36061010803,1010803,13403,71,13474,Manhattan,583083.6865,East Midtown-Turtle Bay
19-Jun,36061010803,1010803,13470,74011,87481,Manhattan,583083.6865,East Midtown-Turtle Bay
21-Jun,36061010803,1010803,9243,24812,34055,Manhattan,583083.6865,East Midtown-Turtle Bay
19-Jul,36061010803,1010803,6694,16126,22820,Manhattan,583083.6865,East Midtown-Turtle Bay
21-Jul,36061010803,1010803,13590,39831,53421,Manhattan,583083.6865,East Midtown-Turtle Bay
19-Aug,36061010803,1010803,9002,109749,118751,Manhattan,583083.6865,East Midtown-Turtle Bay
21-Aug,36061010803,1010803,3794,75036,78830,Manhattan,583083.6865,East Midtown-Turtle Bay
19-May,36061010900,1010900,2193,71868,74061,Manhattan,1891364.513,Midtown-Times Square
21-May,36061010900,1010900,1661,65813,67474,Manhattan,1891364.513,Midtown-Times Square
19-Jun,36061010900,1010900,15096,70418,85514,Manhattan,1891364.513,Midtown-Times Square
21-Jun,36061010900,1010900,2787,84212,86999,Manhattan,1891364.513,Midtown-Times Square
19-Jul,36061010900,1010900,7263,131480,138743,Manhattan,1891364.513,Midtown-Times Square
21-Jul,36061010900,1010900,16725,130835,147560,Manhattan,1891364.513,Midtown-Times Square
19-Aug,36061010900,1010900,1393,80802,82195,Manhattan,1891364.513,Midtown-Times Square
21-Aug,36061010900,1010900,10453,84314,94767,Manhattan,1891364.513,Midtown-Times Square
19-May,36061011201,1011201,7429,32889,40318,Manhattan,856164.2783,Midtown-Times Square
21-May,36061011201,1011201,4324,82562,86886,Manhattan,856164.2783,Midtown-Times Square
19-Jun,36061011201,1011201,2109,69332,71441,Manhattan,856164.2783,Midtown-Times Square
21-Jun,36061011201,1011201,8029,71,8100,Manhattan,856164.2783,Midtown-Times Square
19-Jul,36061011201,1011201,10357,136581,146938,Manhattan,856164.2783,Midtown-Times Square
21-Jul,36061011201,1011201,15945,139034,154979,Manhattan,856164.2783,Midtown-Times Square
