CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"706.01","3",Brooklyn,"070601","3070601",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070601","4318",13864.73399450000,4536147.22300000023
"56","2",Bronx,"005600","2005600",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005600","4209",5033.51993189000,1511686.12455999991
"13","1",Manhattan,"001300","1001300",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001300","4121",8814.23684792000,3413076.18423999986
"243.02","1",Manhattan,"024302","1024302",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061024302","4110",7528.74644840000,2269601.18322000001
"311","1",Manhattan,"031100","1031100",,Highbridge Park,MN1291,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061031100","4112",27245.58913440000,7752363.94445999991
"101","3",Brooklyn,"010100","3010100",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010100","4307",7585.52890085000,3393635.86738999980
"145","3",Brooklyn,"014500","3014500",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014500","4307",6539.27560708000,2317452.55354999984
"117","3",Brooklyn,"011700","3011700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011700","4306",5837.27585533000,2163265.16317000007
"535.02","4",Queens,"053502","4053502",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053502","4405",8999.62421763000,3494827.72349999985
"387","3",Brooklyn,"038700","3038700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038700","4303",5708.76573079000,2027988.18534000008
"289","3",Brooklyn,"028900","3028900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028900","4303",6580.12095378000,1784336.19678999996
"73","2",Bronx,"007300","2007300",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007300","4221",5173.76919852000,1507611.38754000003
"75","5",Staten Island,"007500","5007500",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085007500","4501",10447.57467190000,5158898.68455999997
"19.02","4",Queens,"001902","4001902",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001902","4402",5659.15661491000,1909109.97601999994
"147","5",Staten Island,"014700","5014700",,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085014700","4501",18387.21917470000,17978117.84290000051
"8","1",Manhattan,"000800","1000800",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000800","4103",6341.12941766000,2377774.57487000013
"62","1",Manhattan,"006200","1006200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006200","4165",13027.67961420000,3167924.51293999981
"1032.01","4",Queens,"103201","4103201",,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081103201","4414",11041.27864380000,4311253.43040999956
"41","2",Bronx,"004100","2004100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005004100","4221",6688.41253901000,1977775.59104999993
"579.01","3",Brooklyn,"057901","3057901",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057901","4301",9943.27733699000,2643877.27508000005
"579.02","3",Brooklyn,"057902","3057902",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047057902","4301",15540.62528440000,5305925.13231999986
"171.02","4",Queens,"017102","4017102",,Sunnyside Yards (North),QN0161,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081017102","4401",16111.61148910000,4500282.28954000026
"42","1",Manhattan,"004200","1004200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004200","4103",5673.49912382000,930411.44247999997
"29.01","1",Manhattan,"002901","1002901",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061002901","4121",7354.63686467000,1561370.41705000005
"27","1",Manhattan,"002700","1002700",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002700","4103",3691.69524383000,641369.16475700005
"128.04","5",Staten Island,"012804","5012804",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012804","4502",14767.31256530000,9446184.75108000077
"177","3",Brooklyn,"017700","3017700",,Prospect Park,BK5591,BK55,BK55 Prospect Park (JIA 55 Approximation),"36047017700","4306",24199.06885820000,27324218.95859999582
"24","1",Manhattan,"002400","1002400",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002400","4103",9497.30762376000,1863566.81727000000
"14","4",Queens,"001400","4001400",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081001400","4409",6069.77908571000,2306342.60264999978
"22","4",Queens,"002200","4002200",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081002200","4409",5022.70023021000,1594381.78933000006
"319","1",Manhattan,"031900","1031900",,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031900","4121",6113.06470903000,1077040.16274000006
"211","1",Manhattan,"021100","1021100",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021100","4109",7629.11234284000,3738242.61053000018
"18.01","3",Brooklyn,"001801","3001801",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001801","4307",22133.60534180000,5139571.27950999979
"53.02","3",Brooklyn,"005302","3005302",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005302","4306",27638.23278910000,8312250.02998999972
"1144","3",Brooklyn,"114400","3114400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114400","4305",9939.33184994000,4617590.29755999986
"216.01","4",Queens,"021601","4021601",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081021601","4409",8181.24644778000,2454621.66097000008
"103","1",Manhattan,"010300","1010300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061010300","4104",5699.15381952000,1875852.82348000002
"111","1",Manhattan,"011100","1011100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011100","4104",5695.54766640000,1889083.36875999998
"242","1",Manhattan,"024200","1024200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024200","4111",9359.99511750000,3717969.10014000023
"251","1",Manhattan,"025100","1025100",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025100","4112",5376.09013013000,1716083.59586000000
"293","4",Queens,"029300","4029300",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081029300","4402",6144.07164018000,1628949.05765000009
"499","3",Brooklyn,"049900","3049900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049900","4301",5028.19148770000,1530256.85975999990
"501","3",Brooklyn,"050100","3050100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050100","4301",6239.74881067000,1857456.03193999990
"515","3",Brooklyn,"051500","3051500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051500","4301",6866.82075561000,2013938.66454000003
"409","2",Bronx,"040900","2040900",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040900","4208",15453.18971860000,12556714.86600000039
"176","5",Staten Island,"017600","5017600",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017600","4503",26056.59741100000,35698317.66570000350
"19.03","2",Bronx,"001903","2001903",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001903","4221",23569.18664220000,9738246.65451000072
"123","2",Bronx,"012300","2012300",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012300","4263",11636.48674050000,3207261.18388999999
"779.05","4",Queens,"077905","4077905",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077905","4408",8340.28064924000,2932214.21553999977
"220.01","4",Queens,"022001","4022001",,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081022001","4408",9540.13383315000,4208889.26111999992
"31","2",Bronx,"003100","2003100",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003100","4221",5846.67288362000,1680016.55049999990
"160.02","1",Manhattan,"016002","1016002",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016002","4111",3122.68962948000,554133.19015599997
"168","1",Manhattan,"016800","1016800",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016800","4111",6263.40903543000,2151969.42963000014
"151","2",Bronx,"015100","2015100",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015100","4263",7590.12167593000,2253623.72757000010
"163","2",Bronx,"016300","2016300",,Crotona Park,BX0391,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016300","4263",11725.24601740000,6339739.03423000034
